Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
Neneh Superstar,25 janvier 2023,1h 38min,[],N/A,"['Oumy Bruni Garrel', 'Maïwenn']","Née pour danser, Neneh est une petite fille noire de 12 ans qui vient d'intégrer l'école de ballet de l'Opéra de Paris. Malgré son enthousiasme, elle va devoir redoubler d'efforts pour s'arracher à sa condition et se faire accepter par la directrice de l'établissement, Marianne Belage.","2,9","2,4"
Cloverfield,6 février 2008,1h 21min,[],N/A,"['Michael Stahl-David', 'Lizzy Caplan']",Cinq jeunes New-Yorkais organisent une fête pour un de leurs amis. Mais la ville est soudainement attaquée par une créature gigantesque...,"3,6","3,3"
Un prince à New York 2,5 mars 2021,1h 50min,[],N/A,"['Eddie Murphy', 'Arsenio Hall']","Dans le luxuriant et pays royal du Zamunda, le nouveau roi Akeem et son fidèle confident Semmi se lancent dans une toute nouvelle aventure comique à travers le monde, en partant de leur grande nation africaine jusqu’au quartier du Queens, à New York - où tout a commencé.","2,3","2,0"
"Arthur, malédiction",29 juin 2022,1h 27min,[],N/A,"['Vadim Agid', 'Lola Andreoni']","Alex est un fan des films Arthur et les Minimoys depuis qu'il est enfant. Pour son anniversaire, ses meilleurs amis lui font la surprise de l'emmener dans la maison abandonnée où le film a été tourné. Aucun d’eux ne se doute alors qu’ils se dirigent vers un piège machiavélique et mortel.","1,6","1,1"
Las Vegas parano,19 août 1998,1h 58min,[],N/A,"['Johnny Depp', 'Benicio Del Toro']","A travers l'épopée à la fois comique et horrible vers Las Vegas du journaliste Raoul Duke et de son énorme avocat, le Dr. Gonzo, évocation caustique et brillante de l'année 1971 aux Etats-Unis.","3,7",--
Hôtel Transylvanie,13 février 2013,1h 31min,[],N/A,"['Serge Faliu', 'Adam Sandler']","Bienvenue à l’Hôtel Transylvanie, le somptueux hôtel de Dracula, où les monstres et leurs familles peuvent enfin vivre leur vie, se détendre et faire « monstrueusement » la fête comme ils en ont envie sans être embêtés par les humains.","3,1","3,7"
Une part d'ombre,22 mai 2019,1h 34min,[],N/A,"['Fabrizio Rongione', 'Natacha Régnier']","David est un père de famille comblé : une femme qu'il aime, deux enfants adorables, une bande de potes soudée. Au retour de leurs dernières vacances, David est interrogé par la police dans le cadre d’un meurtre. Rapidement, l’enquête établit qu’il n’est pas irréprochable.","3,2","2,9"
Le bonheur est dans le pré,6 décembre 1995,1h 46min,[],N/A,"['Michel Serrault', 'Eddy Mitchell']","""Le bonheur est dans le pré, cours-y vite, cours-y vite, le bonheur est dans le pré, cours-y vite il va filer."" C'est ce que s'empresse de faire le héros du film d'Etienne Chatiliez après avoir échappé à la mort, aux employées de son usine de matériel pour W.C. et à ses emmerdeuses de femme et fille.","3,5",--
21 grammes,21 janvier 2004,2h 04min,[],N/A,['Sean Penn'],"Paul attend une transplantation cardiaque. Cristina, ex-junkie, est mère de deux petites filles. Jack sort de prison et redécouvre la foi. A cause d'un accident, ils vont s'affronter, se haïr... et s'aimer.","4,1","4,0"
Chicago,26 février 2003,1h 53min,[],N/A,"['Queen Latifah', 'Taye Diggs']","A Chicago, Roxie, une jeune femme accusée du meurtre de son amant, retrouve derrière les barreaux celle qu'elle admire, Velma, une chanteuse de jazz. L'avocat Billy Flynn attire bientôt l'attention des médias sur ces deux femmes à la superbe voix...","3,7","3,3"
2 Guns,25 septembre 2013,1h 49min,[],N/A,"['Denzel Washington', 'Mark Wahlberg']","Deux agents de services secrets concurrents sont obligés de fuir ensemble, sans qu’aucun ne sache que l’autre est un agent fédéral infiltré.","2,1","3,3"
Scott Pilgrim,1 décembre 2010,1h 52min,[],N/A,"['Michael Cera', 'Mary Elizabeth Winstead']",Scott Pilgrim rencontre la fille de ses rêves en la personne de Ramona Victoria Flowers. Mais le jeune homme ne pourra remporter le cœur de sa bien aimé qu'après avoir combattu les 7 ex-petits amis de celle-ci...,"3,4","3,8"
Supernova,8 septembre 2021,1h 34min,[],N/A,"['Colin Firth', 'Stanley Tucci']","Sam et Tusker s'aiment depuis 20 ans. À bord de leur vieux camping-car, ils rendent visite à leurs amis et famille et retournent sur les lieux de leur jeunesse. Depuis que Tusker est atteint d'une grave maladie, tous leurs projets ont été suspendus.","3,3","3,5"
A la folie,6 septembre 2022,1h 30min,[],N/A,"['Marie Gillain', 'Alexis Michalik']",L'histoire s'intéresse à l'emprise psychologique exercée par un pervers narcissique sur son épouse.,"4,2","3,7"
La Folle journée de Ferris Bueller,17 décembre 1986,1h 42min,[],N/A,"['Matthew Broderick', 'Alan Ruck']","Un cancre invétéré, Ferris Bueller, convaint sa petite amie et son meilleur ami hypocondriaque (dont le père a une Ferrari) de sécher les cours pour aller passer la journée à Chicago.","3,7",--
Le Monde de Narnia : Chapitre 2 - Le Prince Caspian,25 juin 2008,2h 23min,[],N/A,"['Ben Barnes', 'Georgie Henley']","Peter, Susan, Edmund et Lucie Penvensie sont de retour à Narnia. Des siècles après leur règne, les quatre enfants doivent voler au secours de Caspian, prince héritier de Narnia menacé par les armées de son oncle Miraz...","3,5","3,1"
La Nuit du verre d’eau,14 juin 2023,1h 23min,[],N/A,"['Marilyne Naaman', 'Antoine Merheb Harb']","Liban, été 1958. Trois sœurs de la bonne société chrétienne sont en villégiature dans la montagne libanaise. La vie tranquille du village est bousculée par les échos d'une révolution grondant à Beyrouth et par l’arrivée de deux estivants français. Mais c'est de l'intérieur de la famille que viendra le bouleversement.","2,6","3,7"
Mon Ket,30 mai 2018,1h 29min,[],N/A,['Matteo Salamone'],"Dany Versavel a un souci avec son fils : à 15 ans, Sullivan ne veut plus d’un père qui fait le king derrière les barreaux. Pour Dany, son « ket » , c’est sa vie, hors de question de le laisser filer. Il décide donc de s’évader de prison prématurément !","3,0","2,6"
The Punisher,9 juin 2004,2h 04min,[],N/A,"['Thomas Jane', 'John Travolta']","La dernière mission de Frank Castle, agent spécial du FBI, tourne mal : le fils de Howard Saint, magnat de la pègre, est tué. Ivre de colère, Saint organise le massacre de Frank et de toute sa famille. Mais ce dernier survit et crie vengeance...","2,9","2,3"
58 minutes pour vivre,3 octobre 1990,2h 03min,[],N/A,"['Bruce Willis', 'William Sadler']","McClane attend que l'avion de son épouse atterrisse dans un aéroport proche de Washington. Des mercenaires prennent alors le contrôle de l'aeroport, coupant toute communication avec l'extérieur...","2,6","4,0"
Les Dalton,8 décembre 2004,1h 26min,[],N/A,"['Eric Judor', 'Ramzy Bedia']","Les Dalton dévalisent une banque pour faire plaisir à leur mère. Après une évasion de prison, ils traversent la frontière mexicaine en quête d'un sombrero magique. Mais le parcours est semé d'embûches et Lucky Luke est à leurs trousses...","2,7","1,0"
Narco,1 décembre 2004,1h 45min,[],N/A,"['Guillaume Canet', 'Benoît Poelvoorde']","Gustave Klopp est narcoleptique. Il s'endort n'importe où, n'importe quand. Cette maladie lui permet de vivre, dans ses rêves, des aventures inoubliables. À peine endormi, Gustave devient Klopp, un super-héros invincible et vengeur...","3,2","2,6"
Esther 2 : Les Origines,17 août 2022,1h 39min,[],N/A,"['Isabelle Fuhrman', 'Julia Stiles']","Après avoir orchestré une brillante évasion d'un établissement psychiatrique, Esther se rend en Amérique en se faisant passer pour la fille disparue d'une famille aisée.","2,6","2,5"
Le Monde fantastique d'Oz,13 mars 2013,2h 07min,[],N/A,"['James Franco', 'Mila Kunis']","Lorsque Oscar Diggs, un petit magicien de cirque sans envergure à la moralité douteuse, est emporté à bord de sa montgolfière depuis le Kansas poussiéreux jusqu’à l’extravagant Pays d’Oz, il y voit la chance de sa vie. Tout semble tellement possible dans cet endroit stupéfiant ...","3,5","3,2"
Time Trap,14 août 2020,1h 27min,[],N/A,"['Andrew Wilson', 'Cassidy Gifford']","Partis à la recherche de leur professeur d'archéologie disparu, des étudiants découvrent une grotte où le temps ne s'écoule pas au même rythme qu'à la surface.","2,7",--
Présumé innocent,10 octobre 1990,2h 07min,[],N/A,"['Harrison Ford', 'Brian Dennehy']",Un brillant procureur se retrouve tout à coup accusé du meurtre d'une jeune et ambitieuse collègue avec laquelle il vient d'avoir une liaison orageuse.,"3,3",--
Very Bad Trip 3,29 mai 2013,1h 40min,[],N/A,"['Bradley Cooper', 'Ed Helms']","Deux ans ont passé. Phil, Stu et Doug mènent des existences tranquilles et heureuses. Ils ont fait disparaître leurs tatouages et se sont rachetés une conduite. Seul Alan n'a pas trouvé son équilibre et laisse libre cours à ses impulsions.","2,3","2,9"
Spectral,9 septembre 2021,1h 48min,[],N/A,"['James Badge Dale', 'Bruce Greenwood']",Des chasseurs de fantômes opèrent en plein Manhattan.,"3,3",--
Summer of '84,13 décembre 2018,1h 45min,[],N/A,"['Graham Verchere', 'Judah Lewis']",Un homme est persuadé que son voisin est un serial killer.,"3,2",--
Les Gamins,17 avril 2013,1h 38min,[],N/A,"['Alain Chabat', 'Max Boublil']","Tout juste fiancé, Thomas rencontre son futur beau-père Gilbert, marié depuis 30 ans à Suzanne et en pleine crise de la cinquantaine. Gilbert, persuadé d'avoir gâché sa vie à cause de son couple, dissuade Thomas d'épouser sa fille Lola et le pousse à tout plaquer à ses côtés.","3,2","3,6"
Escape Game,27 février 2019,1h 39min,[],N/A,"['Taylor Russell', 'Logan Miller']",Six personnes se retrouvent dans une situation incontrôlable ou seule leur intelligence leur permettra de survivre.,"2,5","3,2"
Chisum,7 août 1970,1h 51min,[],N/A,"['John Wayne', 'Forrest Tucker']","Eleveur de bétail, John Chisum s'allie à Billy the Kid et à Pat Garrett pour défendre sa terre.","3,3",--
Hellraiser,15 octobre 2023,2h 01min,[],N/A,"['Odessa A’zion', 'Jamie Clayton']","Une jeune femme tombe sur des forces surnaturelles liées à une boîte à puzzle appelée Configuration des lamentations, responsable de la disparition de son frère. Ces êtres appelés Cénobites, sont dirigés par Pinhead.","2,3",--
Showgirls,10 janvier 1996,2h 11min,[],N/A,"['Elizabeth Berkley', 'Kyle MacLachlan']","Sans famille, sans amis et sans argent, Nomi Malone débarque à Las Vegas pour réaliser son rêve : devenir danseuse. A peine arrivée, elle se fait voler sa valise par l'homme qui l'a prise en stop. Perdue dans la ville, Nomi doit son salut à Molly Abrams, costumière au «Cheetah», un cabaret réputé de la ville.","2,5",--
Une femme disparaît,26 mars 1952,1h 37min,[],N/A,"['Margaret Lockwood', 'Michael Redgrave']","Dans une région montagneuse d’Europe de l’Est, une avalanche force un groupe de voyageurs à passer la nuit dans un petit hôtel. Parmi eux se trouvent plusieurs Britanniques fantasques dont Iris, une jeune femme qui doit prochainement se marier. Le lendemain, à la gare, elle est assommée par un pot de fleur. Miss Froy, une vieille dame mélomane, s’occupe d’elle dans le train et la remet d’aplomb. Peu après cet épisode, Iris fait une sieste, mais au réveil Miss Froy a disparu et, lorsque Iris la recherche, tous les voyageurs nient avoir vu cette vieille dame..","5,0","4,1"
Aux yeux de tous,4 avril 2012,1h 25min,[],N/A,"['Mélanie Doutey', 'Olivier Barthelemy']","673 000 caméras de surveillance et des millions de webcams en France. Un hacker anonyme a piraté toutes les caméras de Paris et observe la ville à son insu. Petits délits et moments d'intimité volés, il voit tout. Jusqu’au jour où un attentat dévaste la gare d’Austerlitz.","3,1","3,0"
Tomboy,20 avril 2011,1h 22min,[],N/A,"['Zoé Héran', 'Malonn Lévana']","Laure a 10 ans. Laure est un garçon manqué. Arrivée dans un nouveau quartier, elle fait croire à Lisa et sa bande qu’elle est un garçon.","4,2","3,7"
Les Promesses,26 janvier 2022,1h 38min,[],N/A,"['Isabelle Huppert', 'Reda Kateb']","Maire d’une ville du 93, Clémence livre avec Yazid, son directeur de cabinet, une bataille acharnée pour sauver le quartier des Bernardins, une cité minée par l’insalubrité et les ""marchands de sommeil"". Ce sera son dernier combat, avant de passer la main à la prochaine élection.","3,7","3,8"
Les Chemins de la liberté,26 janvier 2011,2h 13min,[],N/A,"['Jim Sturgess', 'Ed Harris']","1940. En Russie. Comment un groupe de prisonniers retenus par l'Armée Rouge arrive à se sauver du goulag dans lequel ils sont enfermés. Il traverseront la Sibérie, l'Himalaya pour se retrouver au Tibet et en Inde...","3,1","3,8"
Bruce tout-puissant,3 septembre 2003,1h 41min,[],N/A,"['Jim Carrey', 'Jennifer Aniston']","Descendu sur Terre, Dieu met au défi Bruce, un reporter pour une chaîne de télévision de Buffalo : il lui lègue les pouvoirs divins pendant une semaine et le charge de faire mieux que lui. S'il échoue, il peut entraîner l'apocalypse...","2,8","3,1"
Annabelle,8 octobre 2014,1h 38min,[],N/A,"['Annabelle Wallis', 'Ward Horton']","John Form est certain d'avoir déniché le cadeau de ses rêves pour sa femme Mia, qui attend un enfant. Il s'agit d'une poupée ancienne, très rare, habillée dans une robe de mariée d'un blanc immaculé. Mais Mia, d'abord ravie par son cadeau, va vite déchanter...","2,1","2,1"
Les Combattants,20 août 2014,1h 38min,[],N/A,"['Adèle Haenel', 'Kévin Azaïs']","Un jeune homme rencontre une jeune femme obsédée par la survie de l'espèce humaine. Séduit, il décide de la suivre à un cours de préparation militaire.","4,1","3,7"
Le Grand chemin,25 mars 1987,1h 44min,[],N/A,"['Richard Bohringer', 'Anémone']","Été 1959. Abandonnée par le père de ses enfants, Claire, enceinte, confie son fils aîné Louis à un couple d'amis Marcelle et Pelo. Le petit Parisien doit apprendre à se familiariser avec l'ambiance de la campagne et l'atmosphère étrange qu'il règne dans le foyer du couple qu'un lourd secret sépare depuis des années. L'arrivée du petit garçon sera pour eux un nouveau départ.","3,8",--
L'école du bout du monde,11 mai 2022,1h 49min,[],N/A,"['Sherab Dorji', 'Ugyen Norbu Lhendup']","Un jeune instituteur du Bhoutan est envoyé dans la partie la plus reculée du pays. Loin de la ville, le quotidien est rude, mais la force spirituelle des habitants du village transformera son destin.","3,5","4,2"
Power Rangers,5 avril 2017,2h 04min,[],N/A,"['Dacre Montgomery', 'RJ Cyler']","Dans une petite ville, cinq adolescents découvrent qu’ils ont des pouvoirs extraordinaires. Ils vont devoir apprendre à surmonter leurs peurs et à faire équipe pour devenir les Power Rangers : le destin les a choisis pour sauver le monde de la destruction orchestrée par une force extraterrestre surpuissante…","2,4","2,7"
Père Stu : un héros pas comme les autres,28 août 2022,2h 04min,[],N/A,"['Mark Wahlberg', 'Mel Gibson']","Basé sur l'histoire vraie d'un boxeur devenu prêtre, le film retrace la vie du Père Stuart Long, de son autodestruction à sa rédemption. Après avoir franchi le point culminant de sa carrière de boxeur amateur, Stuart se bat désormais pour donner un sens sa vie. Lorsqu’il frôle la mort dans un accident de la route, une seconde chance lui est offerte et change sa vision des choses. Il découvre alors une foi nouvelle et sa véritable vocation.","3,6",--
L'Eveil,20 février 1991,2h 01min,[],N/A,"['Robert De Niro', 'Robin Williams']","L'histoire d'un jeune chercheur qui se voit confier un groupe de malades chroniques atteints de troubles psychiques profonds, derniers rescapes d'une epidemie d'encephalite. Il va peu a peu les ramener a la vie grace a un nouveau remede...","4,1",--
Paradise Beach,20 février 2019,1h 33min,[],N/A,"['Sami Bouajila', 'Tewfik Jallab']","Une équipe d’anciens braqueurs est arrivée au Paradis : Phuket, sud de la Thaïlande. Désormais commerçants, ils coulent des jours heureux. Jusqu’au jour où le diable débarque : Mehdi, condamné à 15 ans de prison lors du braquage, vient récupérer sa part du gâteau !","1,7","2,0"
Miss,21 octobre 2020,1h 47min,[],N/A,"['Alexandre Wetter', 'Pascale Arbillot']","Alex, petit garçon gracieux de 9 ans qui navigue joyeusement entre les genres, a un rêve : être un jour élu Miss France. 15 ans plus tard, Alex a perdu ses parents et sa confiance en lui et stagne dans une vie monotone. Une rencontre imprévue va réveiller ce rêve oublié...","3,4","3,5"
Irréversible - Inversion Intégrale,26 août 2020,1h 30min,[],N/A,"['Monica Bellucci', 'Vincent Cassel']",Irréversible... dans l'ordre chronologique,"3,5",--
Signes,16 octobre 2002,1h 45min,[],N/A,"['Mel Gibson', 'Joaquin Phoenix']","En Pennsylvanie, une petite famille de fermiers découvre l'apparition dans ses champs de gigantesques signes et cercles étranges. Graham le patriarche et Merrill, son jeune frère, vont s'efforcer de percer le mystère qui entoure ces dessins.","3,4","3,2"
Les Frères Sisters,19 septembre 2018,2h 01min,[],N/A,['John C. Reilly'],"Charlie et Eli Sisters évoluent dans un monde sauvage et hostile, ils ont du sang sur les mains : celui de criminels, celui d'innocents... Ils n'éprouvent aucun état d'âme à tuer. C'est leur métier. Charlie, le cadet, est né pour ça. Eli, lui, ne rêve que d'une vie normale. Ils sont engagés par le Commodore pour rechercher et tuer un homme.","4,3","3,9"
Tout peut arriver,4 février 2004,2h 13min,[],N/A,"['Jack Nicholson', 'Diane Keaton']","Harry Sanborn, directeur d'une maison de disques new-yorkaise, ne sort qu'avec des filles de moins de trente ans. Mais durant un rendez-vous romantique avec sa nouvelle petite amie, Marin, il tombe sous le charme de sa mère féministe divorcée.","2,9","2,9"
Jeux de Pouvoir,24 juin 2009,2h 07min,[],N/A,"['Russell Crowe', 'Ben Affleck']","Une équipe de journalistes qui collabore secrètement avec un détective, tente de résoudre le meurtre de la maîtresse d'un politicien.","3,7","3,6"
Coexister,11 octobre 2017,1h 30min,[],N/A,['Audrey Lamy'],"Sous la pression de sa patronne, un producteur de musique à la dérive décide de monter un groupe constitué d'un rabbin, un curé et un imam afin de leur faire chanter le vivre-ensemble. Mais les religieux qu’il recrute sont loin d’être des saints…","3,3","2,9"
Argo,7 novembre 2012,1h 59min,[],N/A,['Bryan Cranston'],"Le 4 novembre 1979, au summum de la révolution iranienne, des militants envahissent l’ambassade américaine de Téhéran, et prennent 52 Américains en otage. Mais au milieu du chaos, 6 Américains réussissent à s’échapper et à se réfugier au domicile de l’ambassadeur canadien.","3,7","4,1"
L'Heure de la sortie,9 janvier 2019,1h 43min,[],N/A,"['Laurent Lafitte', 'Emmanuelle Bercot']","Lorsque Pierre Hoffman intègre le prestigieux collège de Saint Joseph il décèle, chez les 3e 1, une hostilité diffuse et une violence sourde. Est-ce parce que leur professeur de français vient de se jeter par la fenêtre en plein cours ? Parce qu’ils sont une classe pilote d’enfants surdoués ?","3,7","3,4"
Big,7 septembre 1988,2h 03min,[],N/A,"['Tom Hanks', 'Elizabeth Perkins']","Josh Baskin fait le vœu de grandir. Le lendemain il se réveille avec le corps d'un adulte alors qu'à l'intérieur, il est encore un enfant. Travail, argent, amour, il se retrouve vite confronté au monde adulte.","3,5",--
Apollo 13,8 novembre 1995,2h 20min,[],N/A,['Bill Paxton'],"""Houston, nous avons un probleme"", c'est la phrase qui, le 13 avril 1970 a 21h7, fit sursauter les hommes qui surveillaient un vol de routine du vaisseau ""Apollo 13"" depuis la salle de contrôle de la NASA...","2,8","3,9"
La Tour 2 Contrôle Infernale,10 février 2016,1h 28min,[],N/A,['Ramzy Bedia'],La genèse des aventures de nos deux laveurs de carreaux de la Tour Montparnasse Infernale !,"3,1","1,4"
Capitaine Phillips,20 novembre 2013,2h 14min,[],N/A,['Catherine Keener'],"Capitaine Phillips retrace l’histoire vraie de la prise d’otages du navire de marine marchande américain Maersk Alabama, menée en 2009 par des pirates somaliens.","3,5","4,2"
Le Fugitif,1 septembre 1993,2h 09min,[],N/A,"['Harrison Ford', 'Tommy Lee Jones']","Le chirurgien Richard Kimble mène une vie paisible jusqu'au jour où il retrouve son épouse avec le crâne fracassé et est accusé du meurtre. Pour rétablir la vérité, il doit d'abord s'évader et reprendre l'enquête de zéro, avec toute la police à ses trousses.","3,8","4,0"
Le Monde est à toi,15 août 2018,1h 41min,[],N/A,"['Karim Leklou', 'Isabelle Adjani']","François, petit dealer, a un rêve : devenir le distributeur officiel de Mr Freeze au Maghreb. Cette vie, qu’il convoite tant, vole en éclat quand il apprend que Dany, sa mère, a dépensé toutes ses économies.Poutine, le caïd lunatique de la cité propose à François un plan en Espagne pour se refaire.","3,6","3,5"
Garde à vue,23 septembre 1981,1h 30min,[],N/A,"['Lino Ventura', 'Michel Serrault']","Soupçonné de l'assassinat de deux petites filles, un notaire est mis en garde à vue pendant la nuit du jour de l'an.","4,2",--
Insidious,15 juin 2011,1h 42min,[],N/A,"['Patrick Wilson', 'Rose Byrne']","Josh, son épouse et leurs trois enfants vivent depuis peu dans leur nouvelle maison lorsque l'aîné tombe dans un coma inexpliqué. Étrangement, une succession de phénomènes paranormaux débute peu après.","3,2","3,5"
Last Dance !,20 septembre 2023,1h 22min,[],N/A,"['François Berléand', 'Kacey Mottet Klein']","Retraité contemplatif, Germain se retrouve soudainement veuf à 75 ans. Honorant une promesse faite à son épouse, il est propulsé au coeur d’une création de danse contemporaine…","2,9","3,4"
Action ou vérité,2 mai 2018,1h 40min,[],N/A,"['Lucy Hale', 'Tyler Posey']",Un simple jeu innocent d’Action ou Vérité entre amis se transforme en cauchemar sanglant quand quelqu’un – ou quelque chose – commence à punir ceux qui mentent – ou refusent de jouer.,"2,0","2,3"
Un long dimanche de fiançailles,27 octobre 2004,2h 14min,[],N/A,"['Audrey Tautou', 'Gaspard Ulliel']",Une femme cherche à découvrir la vérité sur la disparition de son fiancé pendant la Première Guerre mondiale. Ce dernier serait l'un des cinq soldats jugés en cour martiale puis mis en première ligne sur le front et abandonnés à l'ennemi.,"4,1","3,6"
Insoupçonnable,4 août 2010,1h 35min,[],N/A,"['Charles Berling', 'Laura Smet']","Henri est convaincu que Lise, sa nouvelle et jeune femme, l’aime sincèrement. Henri est aussi convaincu que Sam, le témoin de leur mariage, est le frère de Lise. La machination est parfaite. Enfin presque...","2,3","1,7"
Thor,27 avril 2011,1h 55min,[],N/A,"['Chris Hemsworth', 'Natalie Portman']","Thor est un guerrier Marvel tout-puissant et arrogant, banni du Royaume mythique d’Asgard et condamné à vivre parmi les humains. Lorsque les forces du mal s’apprêtent à se déchaîner sur la Terre, Thor va apprendre à se comporter en véritable héros…","3,0","3,4"
Le Livre de la jungle,18 octobre 1967,1h 18min,[],N/A,"['Claude Bertrand', 'Phil Harris']","La panthère Bagheera découvre dans la jungle un jeune enfant abandonné. Elle décide de le confier à une famille de loups qui l'élève comme un louveteau. Alors que Mowgli a dix ans, le tigre Shere Kahn approche du territoire des loups.","4,2",--
"Sweeney Todd, le diabolique barbier de Fleet Street",23 janvier 2008,1h 56min,[],N/A,"['Johnny Depp', 'Helena Bonham Carter']","Sweeney Todd, un barbier injustement envoyé en prison dont la vie de famille a été détruite, jure de se venger à sa sortie. De retour en ville pour rouvrir sa boutique, il devient le ""Demon Barber of Fleet Street""...","3,7","3,7"
Transformers: The Last Knight,28 juin 2017,2h 29min,[],N/A,"['Mark Wahlberg', 'Laura Haddock']","Humains et Transformers sont en guerre. Optimus Prime n’est plus là… La clé de notre salut est enfouie dans les secrets du passé, dans l’histoire cachée des Transformers sur Terre. Sauver notre monde sera la mission d’une alliance inattendue : Cade Yeager, Bumblebee, un Lord anglais et un professeur d’Oxford.","2,3","2,3"
Venom: Let There Be Carnage,20 octobre 2021,1h 38min,[],N/A,"['Tom Hardy', 'Woody Harrelson']","Tom Hardy est de retour sur grand écran sous les traits de Venom, l'un des personnages les plus complexes de l'univers Marvel.","1,7","2,1"
Une avalanche d'amour,10 janvier 2024,1h 24min,[],N/A,"['Ashley Newbrough', 'Stephen Huszar']","Heather est une scientifique spécialisée dans la prévision des avalanches. Son ami Eric, qui gère une station de ski, a besoin de son nouveau système pour sécuriser sa station. Mais le chef pisteur, Chris, préfère s’en tenir aux méthodes traditionnelles. Heather va tout faire pour le convaincre que son système et la méthode ...","2,5",--
Bone Tomahawk,11 mai 2016,2h 12min,[],N/A,['Kurt Russell'],"Au milieu du XIXe siècle, des cannibales enlèvent les habitants d'une petite ville américaine. Le shérif et une bande de tireurs se lancent à leur poursuite.","3,4",--
La Femme De Mon Frère,26 juin 2019,1h 57min,[],N/A,"['Anne-Elisabeth Bossé', 'Patrick Hivon']","Montréal. Sophia, jeune et brillante diplômée sans emploi, vit chez son frère Karim. Leur relation fusionnelle est mise à l’épreuve lorsque Karim, séducteur invétéré, tombe éperdument amoureux d’Eloïse, la gynécologue de Sophia…","3,3","2,8"
"Varsovie 83, une affaire d'État",4 mai 2022,2h 39min,[],N/A,"['Tomasz Zietek', 'Sandra Korzeniak']",Varsovie 1983. Le fils d’une militante proche de Solidarność est battu à mort par la police. Mensonges menaces : le régime totalitaire du Général Jaruzelski va tenter par tous les moyens d’empêcher la tenue d’un procès équitable.,"3,8","4,0"
Aladdin,24 novembre 1993,1h 30min,[],N/A,"['Paolo Domingo', 'Scott Weinger']","Comment Aladdin, grâce à la félonie du grand vizir, va se procurer la lampe magique qui héberge le fameux génie et nous entraîner dans la plus étonnante des aventures.","4,4","4,3"
L'Ecume des jours,24 avril 2013,1h 30min,[],N/A,"['Romain Duris', 'Audrey Tautou']","L'histoire de Colin, joli garçon, riche, sympathique et désœuvré. Jusqu'au jour où il rencontre Chloé, et dont il tombe follement amoureux. Dans leur bonheur, ils se marient. Mais un jour, Chloé se sent mal, et le médecin diagnostique la maladie...","3,0","2,6"
Casablanca,13 mai 1947,1h 42min,[],N/A,"['Humphrey Bogart', 'Ingrid Bergman']","Dans son night-club marocain, le cynique Rick Blaine ferme les yeux sur la misère de la Seconde Guerre mondiale jusqu’à ce que son ancienne amante, Ilsa Lund, entre dans la pièce, forçant Rick à choisir entre vivre avec la femme qu’il aime et devenir le héros dont elle a besoin.","4,4","4,3"
The House That Jack Built,17 octobre 2018,2h 35min,[],N/A,"['Matt Dillon', 'Bruno Ganz']","États-Unis, années 70. Nous suivons le très brillant Jack à travers cinq incidents et découvrons les meurtres qui vont marquer son parcours de tueur en série. L'histoire est vécue du point de vue de Jack. Il considère chaque meurtre comme une œuvre d'art en soi.","3,1","3,6"
Boogie Nights,18 mars 1998,2h 33min,[],N/A,"['Mark Wahlberg', 'Burt Reynolds']","En 1977, le parcours d'un plongeur de boîte de nuit qui devient une star internationale du porno.","3,5","3,8"
La Momie,21 juillet 1999,2h 05min,[],N/A,"['Brendan Fraser', 'Rachel Weisz']","Longtemps avant la naissance du Christ, pour avoir osé défier le pharaon en lui ravissant sa jeune maîtresse, le grand prêtre de Thèbes, Imhotep, est momifié vivant et enseveli dans une crypte secrète d'Hamunaptra, la cité des morts. Du fond de son sarcophage, le grand prêtre jure de se venger du genre humain. En 1923, un aventurier ...","3,1","3,3"
A bord du Darjeeling Limited,19 mars 2008,1h 31min,[],N/A,"['Owen Wilson', 'Adrien Brody']","Francis, Peter et Jack, trois frères qui ne se sont pas parlé depuis un an font un voyage à travers l'Inde afin de renouer le dialogue.","3,8","3,6"
A Serious Man,20 janvier 2010,1h 45min,[],N/A,"['Michael Stuhlbarg', 'Sari Lennick']","Luttant désespérément pour trouver un équilibre alors que les ennuis s'accumulent autour de lui, Larry cherche conseil auprès de trois rabbins. Qui l'aidera à faire face à ses malheurs et à devenir un mensch, un homme bien ?","4,4","2,9"
Youth,9 septembre 2015,2h 04min,[],N/A,"['Michael Caine', 'Harvey Keitel']","C’est le printemps, Fred et Mick, deux vieux amis approchant les quatre-vingts ans, sont en vacances dans un bel hôtel au pied des Alpes. Fred, compositeur et chef d’orchestre, est désormais à la retraite. Mick, réalisateur, travaille toujours.","3,6","3,7"
Frère des ours,28 janvier 2004,1h 25min,[],N/A,"['Joaquin Phoenix', 'Jeremy Suarez']","Kenai, un jeune Indien, affronte un ours avec ses frères. Sitka sacrifie sa vie pour sauver les deux plus jeunes du féroce grizzly. Kenai parvient à tuer l'animal. Le ciel s'ouvre et la lumière des Grands Esprits le métamorphose alors en ours...","3,0","3,7"
L'École du Bien et du Mal,19 octobre 2022,2h 27min,[],N/A,"['Sophia Anne Caruso', 'Sofia Wylie']","Dans ce conte de fées moderne, les meilleures amies Sophie et Agatha se retrouvent dans des camps opposés lorsqu'elles sont forcées d'intégrer une école enchantée qui forme des héros et des méchants pour que l'équilibre entre le bien et le mal soit préservé.","2,3","2,6"
