Title,Date,Duration,Note_Imdb,User_score_1,Synopsis
Les choristes,2004,1h 37m,"7,8 (66 k)",56,Le nouvel enseignant d'un pensionnat de garçons sévère tente d'affecter positivement la vie des élèves grâce à la musique.
"Tel père, tel fils",2013,2h 1m,"7,8 (28 k)",73,"Ryota est un homme d'affaires prospère et un bourreau de travail. Lorsqu'il apprend que son fils biologique a été échangé avec un autre à la naissance, il se retrouve face à la difficile décision de choisir son vrai fils ou le garçon que sa femme et lui ont élevé comme le leur."
Veer-Zaara,2004,3h 12m,"7,8 (57 k)",67,"Veer-Zaara est une saga d'amour, de séparation, de courage et de sacrifice. Une histoire d'amour source d'inspiration qui restera pour toujours une légende."
Le charme discret de la bourgeoisie,1972,1h 42m,"7,8 (46 k)",93,"Une série de rêves surréalistes, concentrés sur six personnes de la petite bourgeoisie et leurs tentatives constamment interrompues de prendre un repas ensemble."
The Killer,1989,1h 51m,"7,8 (51 k)",82,Un assassin désabusé accepte un dernier job dans l'espoir d'utiliser ses gains pour redonner la vue à un chanteur qu'il a accidentellement aveuglé.
Il était une fois en Anatolie,2011,2h 37m,"7,8 (50 k)",82,Un groupe d'hommes part à la recherche d'un cadavre dans les steppes anatoliennes.
Cléo de 5 à 7,1962,1h 30m,"7,8 (26 k)",87,"Cleo, chanteuse et hypocondriaque, craint de plus en plus avoir un cancer alors qu'elle attend les résultats des tests."
Les Innocents,1961,1h 40m,"7,8 (33 k)",88,La jeune gouvernante de deux enfants est convaincue que leur maison est hantée.
Quand la ville dort,1950,1h 52m,"7,8 (29 k)",85,"Un gros braquage se déroule comme prévu, jusqu'à ce que la malchance et les trahisons ne fassent tout s'effondrer."
Millennium Actress,2001,1h 27m,"7,8 (31 k)",70,"Le réalisateur de documentaires Genya Tachibana interview la vieille actrice Chiyoko Fujiwara. Ensemble, tous deux se plongent dans le passé de la comédienne."
Une nuit à l'opéra,1935,1h 36m,"7,8 (34 k)",N/A,Un directeur sournois et les deux amis loufoques de deux chanteurs d'opéra aident ceux-ci à obtenir la gloire tout en humiliant leurs ennemis guindés et snobs.
Crimes et délits,1989,1h 44m,"7,8 (60 k)",77,"La maîtresse d'un ophtalmologiste menace de révéler leur liaison, alors qu'un réalisateur de documentaires marié est amoureux d'une autre femme."
English Vinglish,2012,2h 14m,"7,8 (39 k)",N/A,"Une femme au foyer calme et au caractère enjoué subit chaque jour de petites critiques de la part de son mari et de sa fille très instruits, en raison de son incapacité à parler et à comprendre l'anglais."
Le facteur,1994,1h 48m,"7,8 (39 k)",81,"Un facteur italien ordinaire apprend à aimer la poésie tout en livrant du courrier à un poète célèbre, puis l'utilise pour courtiser Béatrice, une beauté locale."
Vivre sa vie: Film en douze tableaux,1962,1h 20m,"7,8 (35 k)",N/A,Douze contes épisodiques dans la vie d'une parisienne et sa lente descente dans la prostitution.
Ma vie de Courgette,2016,1h 6m,"7,8 (29 k)",85,"Après avoir perdu sa mère, un jeune garçon est envoyé dans une famille d'accueil avec d'autres orphelins de son âge, où il commence à apprendre le sens de la confiance et du véritable amour."
Hiroshima mon amour,1959,1h 30m,"7,8 (35 k)",N/A,Une actrice française qui tourne un film contre la guerre à Hiroshima a une aventure avec un architecte japonais marié au cours de laquelle ils échangent leurs points de vue différents sur la guerre.
Hindi Medium,2017,2h 12m,"7,8 (32 k)",N/A,Un couple indien veut donner la meilleure éducation à leur fille pour qu'elle soit acceptée des élites.
Paradis express,1997,1h 27m,"7,8 (33 k)",N/A,"Deux malades en phase terminale s'échappent d'un hôpital, dérobent une voiture et partent précipitamment en direction de la mer."
C.R.A.Z.Y.,2005,2h 9m,"7,8 (34 k)",81,"Un jeune Québécois qui grandit dans les années 60 et 70 peine à concilier son homosexualité naissante, les valeurs conservatrices de son père et ses propres convictions catholiques."
Vicky Donor,2012,2h 6m,"7,8 (45 k)",N/A,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic."
Killers of the Flower Moon,2023,3h 26m,"7,7 (166 k)",89,"Des membres de la tribu Osage aux États-Unis sont assassinés dans des conditions mystérieuses dans les années 1920, donnant lieux à une investigation de grande envergure du FBI impliquant J. Edgar Hoover."
"Mission : Impossible - Dead Reckoning, partie 1",2023,2h 43m,"7,7 (215 k)",81,"Une clef, déverrouillant un immense pouvoir, est convoitée par toutes les puissances mondiales. Chargés de la récupérer, Ethan Hunt et son équipe font défection afin de la détruire avant qu'elle ne tombe entre de mauvaises mains."
John Wick: Chapitre 4,2023,2h 49m,"7,7 (318 k)",78,La suite des aventures de l'assassin John Wick.
Les Banshees d'Inisherin,2022,1h 54m,"7,7 (242 k)",87,"Deux amis de toujours se retrouvent dans une impasse lorsque l'un d'eux met brutalement fin à leur relation, avec des conséquences alarmantes pour tous les deux."
"Maman, j'ai raté l'avion!",1990,1h 43m,"7,7 (645 k)",63,Un garçon âgé de huit ans doit protéger sa maison contre deux cambrioleurs lorsqu'il se retrouve malencontreusement seul chez lui pendant les fêtes de Noël.
La couleur pourpre,1985,2h 34m,"7,7 (95 k)",78,Une femme noire du Sud des Etats-Unis peine à retrouver son identité après avoir été victime des violences de son père et d'autres individus pendant plus de quarante ans.
Le shérif est en prison,1974,1h 33m,"7,7 (150 k)",73,"Afin de ruiner une ville de l'ouest du pays, un politicien corrompu nomme un shérif noir, qui devient rapidement son plus redoutable adversaire."
Les Goonies,1985,1h 54m,"7,7 (294 k)",62,"Les Goonies sont un groupe d'amis qui vivent à Goon Docks, Astoria, mais leurs maisons ont été achetées et vont être démolies. Cependant, ils vivront leur dernière aventure à la recherche d'un trésor qui pourra sauver le quartier."
Harry Potter et la Coupe de feu,2005,2h 37m,"7,7 (672 k)",81,"Cette quatrième année est marquée par le « Tournoi des trois sorciers », évènement réservé aux élèves les plus âgés, mais où Harry a été forcé de participer. Maintenant en lice, il va devoir venir à bout des épreuves et en sortir vivant."
The Whale,2022,1h 57m,"7,7 (199 k)",60,"Un professeur d'anglais reclus, souffrant d'obésité sévère, tente de renouer avec sa fille adolescente, dont il s'est séparé, pour une dernière chance de rédemption."
Sicario,2015,2h 1m,"7,7 (465 k)",82,Un agent du FBI idéaliste est recruté par un groupe de travail gouvernemental pour aider à lutter contre la drogue au niveau de la zone frontalière entre les États-Unis et le Mexique.
Training Day,2001,2h 2m,"7,7 (466 k)",71,"Lors de son premier jour en tant qu'officier des stupéfiants à Los Angeles, un policier novice dépasse les limites d'une journée de travail en formation bien remplie au sein de la division des stupéfiants du commissariat de Los Angeles avec un détective qui n'est pas ce qu'il semble être."
Harry Potter et les Reliques de la Mort : partie 1,2010,2h 26m,"7,7 (590 k)",65,"Alors qu'Harry court contre la montre et le mal pour détruire les Horcruxes, il découvre l'existence des trois objets les plus puissants du monde magique: les Reliques de la Mort."
Kingsman: Services secrets,2014,2h 9m,"7,7 (707 k)",60,"Une organisation d'espionnage recrute un adolescent de la rue grossier mais prometteur pour le programme de formation ultra compétitif de l'agence, alors qu'une menace mondiale émerge d'un génie technicien tordu."
Y a-t-il un pilote dans l'avion?,1980,1h 28m,"7,7 (257 k)",78,Un homme avec une phobie de voler doit s'assurer que l'avion atterrit en toute sécurité après que les pilotes soient tombés malades.
Wind River,2017,1h 47m,"7,7 (276 k)",73,Un ancien chasseur aide un agent du FBI à enquêter sur le meurtre d'une jeune femme dans une réserve amérindienne du Wyoming.
Very Bad Trip,2009,1h 40m,"7,7 (834 k)",73,"Trois copains se réveillent d'un enterrement de vie de garçon à Las Vegas, sans aucun souvenir de la nuit précédente et du futur marié disparu. Ils font le tour de la ville pour retrouver leur ami avant le mariage."
Ex Machina,2014,1h 48m,"7,7 (578 k)",78,Un jeune programmeur est sélectionné pour participer à une expérience novatrice d'intelligence synthétique en évaluant les qualités humaines d'un humanoïde doté d'intelligence artificielle à couper le souffle.
Man on Fire,2004,2h 26m,"7,7 (385 k)",47,"À Mexico, un ancien assassin jure à venger ceux qui ont commis une acte innomable contre la famille qui il devait protéger."
Ocean's Eleven,2001,1h 56m,"7,7 (610 k)",74,Danny Ocean et ses onze complices envisagent de braquer simultanément trois casinos de Las Vegas.
Julie (en 12 chapitres),2021,2h 8m,"7,7 (92 k)",90,"Pendant 4 ans, Julie, une jeune femme, va naviguer dans les eaux troubles de sa vie sentimentale et chercher avec difficulté quelle carrière suivre, ce qui l'amène à jeter un regard réaliste sur qui elle est vraiment."
La Vie d'Adèle,2013,3h,"7,7 (161 k)",90,"La vie d'Adèle change lorsqu'elle rencontre Emma, une jeune femme aux cheveux bleus qui lui permettra de découvrir le désir et de s'affirmer en tant que femme et en tant qu'adulte. Devant les autres, Adèle grandit, se cherche, se perd et finit par se retrouver à travers amour et perte."
Detachment,2011,1h 38m,"7,7 (97 k)",52,Un enseignant suppléant qui vogue d'une salle de classe à l'autre trouve un lien avec les élèves et les enseignants au cours de sa dernière vacation.
Zodiac,2007,2h 37m,"7,7 (588 k)",79,"Entre 1968 et 1983, un dessinateur de San Francisco devient un détective amateur, obsédé par la traque du Tueur du Zodiaque, un individu non identifié qui terrorise et se déchaîne sur la Californie du nord."
Birdman ou (La Surprenante vertu de l'ignorance),2014,1h 59m,"7,7 (660 k)",87,"Un acteur super-héros égaré tente de faire revivre sa carrière en écrivant, mettant en scène et jouant dans une production de Broadway."
Happiness Therapy,2012,2h 2m,"7,7 (736 k)",81,"Après un passage dans un établissement psychiatrique, l'ancien professeur Pat Solitano retourne vivre chez ses parents et tente de se réconcilier avec son ex-femme. Les choses deviennent plus difficiles lorsque Pat rencontre Tiffany, une fille mystérieuse qui a ses propres problèmes."
X-Men : Le Commencement,2011,2h 11m,"7,7 (717 k)",65,"En 1962, le gouvernement des États-Unis demande l'aide de mutants dotés de capacités surhumaines pour arrêter un dictateur malveillant qui est déterminé à déclencher la troisième guerre mondiale."
Mission: Impossible - Fallout,2018,2h 27m,"7,7 (372 k)",87,Ethan Hunt accompagné de son équipe de l'agence Mission Impossible et de quelques fidèles alliés sont lancés dans une course contre la montre suite au terrible échec d'une mission.
La chute du faucon noir,2001,2h 24m,"7,7 (419 k)",74,"Somalie, 160 soldats d'élite américains descendent en parachute afin de capturer deux lieutenants d'un chef militaire tourne veste, et se retrouvent dans une bataille désespérée avec une force importante de Somaliens lourdement armés."
Gravity,2013,1h 31m,"7,7 (856 k)",96,Deux astronautes s'unissent pour survivre après un accident les laissant perds dans l'espace.
Raiponce,2010,1h 40m,"7,7 (487 k)",71,"Raiponce, à la longue chevelure magique, a passé toute sa vie dans une tour, mais maintenant qu'un voleur en fuite est tombé sur elle, elle est sur le point de découvrir le monde pour la première fois et qui elle est vraiment."
Lost in Translation,2003,1h 42m,"7,7 (482 k)",91,Une vedette de cinéma dépassée et une jeune femme négligée forment un lien improbable après que leurs chemins se croisent à Tokyo.
Sound of Metal,2019,2h,"7,7 (147 k)",82,La vie d'un batteur de heavy metal tourne au cauchemar quand il commence à perdre l'audition.
Drunk,2020,1h 57m,"7,7 (189 k)",79,Quatre amis enseignants en lycée testent une théorie selon laquelle ils amélioreront leur vie en maintenant un niveau constant d'alcool dans leur sang.
Blue Velvet,1986,2h,"7,7 (213 k)",75,"La découverte d'une oreille coupée dans un champ amène un jeune homme à se lancer dans une enquête autour d'une belle et mystérieuse chanteuse de boîte de nuit, et d'un groupe de criminels psychopathes qui ont kidnappé l'enfant de celle-ci."
Peur primale,1996,2h 9m,"7,7 (243 k)",47,Un garçon d'autel est accusé d'avoir assassiné un prêtre et la vérité est enterrée à plusieurs niveaux.
Le dernier des Mohicans,1992,1h 52m,"7,7 (185 k)",76,"En pleine Guerre de la Conquête (1754 - 1763), trois trappeurs sont amenés à protéger la fille d'un colonel de l'Empire Britannique."
(500) jours ensemble,2009,1h 35m,"7,7 (549 k)",76,Une comédie romantique décalée sur une femme qui ne croit pas au véritable amour et au jeune homme qui tombe amoureux d'elle.
Des hommes d'honneur,1992,2h 18m,"7,7 (283 k)",62,"L'avocat militaire et lieutenant Daniel Kaffee défend les Marines accusés de meurtre, qui disent avoir agit sous ordres."
Les anges de Boston,1999,1h 48m,"7,7 (248 k)",44,"Deux frères catholiques irlandais deviennent des justiciers et se donnent pour mission d'anéantir, au nom de Dieu, la criminalité de Boston."
Raison et sentiments,1995,2h 16m,"7,7 (124 k)",84,"M. Dashwood, aisé, meurt, laissant sa deuxième femme et ses trois filles pauvres selon les règles de l'héritage. Les deux filles aînées sont les contraires titulaires."
The Game,1997,2h 9m,"7,7 (423 k)",63,"Lorsqu'un riche banquier a la possibilité de faire partie d'un jeu mystérieux, sa vie est bouleversée lorsqu'il ne parvient plus à faire la distinction entre le jeu et la réalité."
Et... ta mère aussi!,2001,1h 46m,"7,7 (128 k)",89,"Au Mexique, deux adolescents et une femme âgée séduisante se lancent dans une virée en voiture et apprennent une ou deux choses sur la vie, l'amitié, le sexe et sur eux-mêmes."
Le secret de Brokeback Mountain,2005,2h 14m,"7,7 (377 k)",87,"L'histoire d'une relation interdite et secrète entre deux cowboys, et leurs vies au fils des temps"
Captain America: Le soldat de l'hiver,2014,2h 16m,"7,7 (890 k)",70,"Alors que Steve Rogers peine à accepter son rôle dans le monde moderne, il fait équipe avec un autre agent Avenger et S.H.I.E.L.D, Black Widow, pour lutter contre une nouvelle menace de l'histoire: un assassin connu sous le nom de Soldat d'hiver."
Star Trek Into Darkness,2013,2h 12m,"7,7 (495 k)",72,"L'équipage du vaisseau spatial Entreprise trouve une force inarretable de terreur parmi les leurs, donc Capitaine Kirk mène une chasse à l'homme jusqu'un monde en guerre afin de capturer une missile de déstruction massive."
Rambo,1982,1h 33m,"7,7 (272 k)",61,"L'ancien béret vert John Rambo est poursuivi dans les montagnes entourant une petite ville par un shérif tyrannique et ses adjoints, le forçant à survivre en utilisant à ses compétences de combat."
Une merveilleuse histoire du temps,2014,2h 3m,"7,7 (477 k)",71,Regard sur la relation entre le célèbre physicien Stephen Hawking et sa femme.
Le nom de la rose,1986,2h 10m,"7,7 (116 k)",54,"Un moine intellectuel enquête sur des morts mystérieuses survenant dans une abbaye isolée, en l'an 1327."
Argo,2012,2h,"7,7 (635 k)",86,"Iran, 1979. En clandestin en tant que producteur de film à Hollywood à la recherche d'un emplacement pour un film de science-fiction, un agent du CIA lance une opération dangereuse afin de délivrer six Américains à Téhéran pendant la crise des otages."
Les sentiers de la perdition,2002,1h 57m,"7,7 (282 k)",72,"Le fils d'un homme de main de la mafia est témoin d'un meurtre, le forçant, lui et son père, à prendre la route, et son père sur la voie de la rédemption et de la vengeance."
Le garçon au pyjama rayé,2008,1h 34m,"7,7 (241 k)",55,"L'histoire se déroule pendant la Seconde Guerre mondiale et se déroule à travers les yeux innocents de Bruno, le fils de huit ans du commandant d'un camp de concentration allemand, dont l'amitié interdite avec un garçon juif de l'autre côté de la barrière du camp a des retombés saisissantes et imprévues."
La vengeance de Monte Cristo,2002,2h 11m,"7,7 (147 k)",61,"""Un jeune homme, faussement emprisonné par son """"ami"""" jaloux, s'échappe et utilise un trésor caché pour se venger."""
Beignets de tomates vertes,1991,2h 10m,"7,7 (81 k)",64,Une femme au foyer désabusée se lie d'amitié avec une vieille dame dans une maison de retraite et est fascinée par les histoires qu'elle raconte sur les personnes qui ont croisé son existence.
Toy Story 4,2019,1h 40m,"7,7 (275 k)",84,"Woody et Buzz se lancent dans une quête pour retrouver la bergère, l'amour de Woody."
Coraline,2009,1h 40m,"7,7 (259 k)",80,"Une jeune fille aventureuse de 11 ans découvre un autre monde, une version étrangement idéalisée de son foyer frustrant, mais il a de sinistres secrets."
Quand Harry rencontre Sally...,1989,1h 35m,"7,7 (238 k)",76,"Harry et Sally se connaissent depuis des années et sont très bons amis, et ont peur que le sexe ne vienne ruiner cette belle amitié."
Bienvenue à Gattaca,1997,1h 46m,"7,7 (320 k)",64,Un homme génétiquement inférieur prend l'identité d'un homme supérieur afin de poursuivre son rêve de voyager dans l'espace.
Délivrance,1972,1h 49m,"7,7 (118 k)",80,"Désireux de découvrir la rivière Cahulawassee avant qu'elle ne devienne un immense lac, Lewis Medlock, passionné par les grands espaces, embarque un groupe d'amis pour une excursion en rafting dans l'arrière-pays américain. Ils ne l'oublieront jamais..."
Apollo 13,1995,2h 20m,"7,7 (311 k)",78,La NASA doit élaborer une stratégie pour ramener Apollo 13 sur Terre en toute sécurité après que l'engin spatial a subi d'importants dommages internes mettant la vie des trois astronautes à bord en danger.
Collision,2004,1h 52m,"7,7 (447 k)",66,"Des citoyens de Los Angeles à vies complètement diverses se heurtent dans des histoires entrelacées de race, de perte et de rédemption."
Mulan,1998,1h 27m,"7,7 (311 k)",72,"Afin de sauver son père de l'armée, une jeune fille se rend secrètement à sa place et devient l'une des plus grandes héroïnes de la Chine."
Gilbert Grape,1993,1h 58m,"7,7 (251 k)",73,"Après la mort de son père, Gilbert doit s'occuper de son frère handicapé mental Arnie, et de sa mère obèse. Cette situation est soudainement remise en question, lorsque l'amour entre inopinément dans sa vie."
O' Brother,2000,1h 47m,"7,7 (327 k)",69,"Dans les profondeurs du sud des États-Unis des années 1930, trois hommes condamnés en cavale recherchent un trésor caché alors qu'un homme de loi les poursuit."
Goldfinger,1964,1h 50m,"7,7 (200 k)",87,"James Bond, qui enquête sur le réseau de contrebande d'un magnat de l'or, découvre un complot pour contaminer les réserves d'or de Fort Knox."
La Nuit des masques,1978,1h 31m,"7,7 (304 k)",90,"Quinze ans après avoir assassiné sa soeur le soir d'Halloween en 1963, Michael Myers s'échappe d'un hôpital psychiatrique et retourne dans la petite ville de Haddonfield pour tuer à nouveau."
Star Trek II : La Colère de Khan,1982,1h 53m,"7,7 (128 k)",68,"Avec l'aide de l'équipage de l'Enterprise, l'amiral Kirk doit empêcher un ancien ennemi, Khan Noonien Singh, d'utiliser le générateur de vie Genesis comme arme épouvantable."
Qui veut la peau de Roger Rabbit,1988,1h 44m,"7,7 (214 k)",83,Un détective qui déteste les dessins animés est le seul espoir d'un lapin cherchant à prouver son innocence alors qu'il est accusé de meurtre.
L'homme qui voulait savoir,1988,1h 47m,"7,7 (43 k)",N/A,"Rex et Saskia, un jeune couple amoureux, sont en vacances. Ils s'arrêtent à une station-service très fréquentée et Saskia est enlevée. Après trois ans et aucun signe de Saskia, Rex commence à recevoir des lettres du ravisseur."
Mr. Nobody,2009,2h 21m,"7,7 (244 k)",63,"Un garçon se tient debout sur le quai d'une gare alors qu'un train s'apprête à partir. Devrait-il aller avec sa mère ou rester avec son père ? Des possibilités infinies découlent de cette décision. Tant qu'il ne choisit pas, tout est possible."
Nos étoiles contraires,2014,2h 6m,"7,7 (397 k)",69,Deux patients adolescents souffrant du cancer abordent un voyage de découverte de la vie pour rendre visite à un auteur solitaire à Amsterdam
Naked,1993,2h 11m,"7,7 (43 k)",85,"Les histoires parallèles de deux hommes obsédés sexuellement, l'un blessant et violentant les femmes physiquement et mentalement, l'autre errant dans la ville en parlant à des étrangers et en faisant l'expérience de la vie."
Pour le pire et pour le meilleur,1997,2h 19m,"7,7 (315 k)",67,"Une mère célibataire et serveuse, un auteur misanthrope et un artiste gay forment une amitié inhabituelle après une agression lors d'un cambriolage."
Les mondes de Ralph,2012,1h 41m,"7,7 (452 k)",72,"Le méchant d'un jeu vidéo veut devenir un héros et entreprend de réaliser son rêve, mais sa quête a des conséquences désastreuses sur toute la salle de jeu où il habite."
Bonnie et Clyde,1967,1h 51m,"7,7 (119 k)",86,"Bonnie Parker, une serveuse qui s'ennuie tombe amoureuse d'un ex-détenu, Clyde Barrow, et ensemble ils se lancent dans une vague de crimes violents à travers le pays, volant des voitures et braquant des banques."
Le vent se lève,2013,2h 6m,"7,7 (96 k)",83,"Un regard sur la vie de Jiro Horikoshi, l'homme qui a dessiné des avions de chasse japonais pendant la Seconde Guerre mondiale."
Les 7 mercenaires,1960,2h 8m,"7,7 (101 k)",74,Un village de paysans mexicains opprimés embauche sept mercenaires pour les aider à défendre leurs foyers.
La grande aventure Lego,2014,1h 40m,"7,7 (384 k)",83,"""Un ouvrier du bâtiment ordinaire considéré comme étant """"spécial"""" est recruté pour rejoindre une quête visant à empêcher un tyran diabolique de coller l'univers LEGO dans une paralysie éternelle."""
Donnie Brasco,1997,2h 7m,"7,7 (328 k)",77,"Un agent infiltré du FBI infiltre la foule et s'identifie davantage à la vie mafieuse, au détriment de sa vie normale."
Adaptation.,2002,1h 55m,"7,7 (201 k)",83,"Un scénariste au coeur brisé commence à perdre espoir alors qu'il essaie sans succès d'adapter à l'écran ""Le Voleur d'orchidées"" de Susan Orlean."
Un coeur à l'envers,2010,1h 30m,"7,7 (96 k)",45,"Deux adolescents éprouvent des sentiments mutuels, alors qu'ils sont complètement opposés."
My Fair Lady,1964,2h 50m,"7,7 (101 k)",95,Un professeur de phonétique misogyne et snob accepte le pari de transformer une vendeuse de fleurs et la rendre présentable dans la haute société.
Nebraska,2013,1h 55m,"7,7 (122 k)",86,Un père vieillissant et bourré d'alcool fait le voyage du Montana au Nebraska avec son fils dont il est séparé afin de réclamer un prix de marketing Mega Sweepstakes d'un million de dollars.
Empire du Soleil,1987,2h 33m,"7,7 (133 k)",62,"Pendant la Seconde Guerre mondiale., un jeune garçon anglais lutte pour survivre sous l'occupation japonaise."
Dans la peau de John Malkovich,1999,1h 53m,"7,7 (351 k)",90,"Un marionnettiste découvre une porte qui mène littéralement dans la tête de la vedette de cinéma, John Malkovich."
La mort dans la peau,2004,1h 48m,"7,7 (483 k)",73,"Lorsque Jason Bourne est accusé de l'échec d'une opération de la CIA, il est contraint de reprendre sa vie d'assassin et obligé de tuer pour survivre."
Miller's Crossing,1990,1h 55m,"7,7 (141 k)",66,"Tom Regan, conseiller d'un chef criminel à l'époque de la prohibition, tente de maintenir la paix entre des clans en guerre, mais se retrouve pris dans des problèmes de loyauté."
French Connection,1971,1h 44m,"7,7 (133 k)",94,Deux flics newyorkais du bureau des stupéfiants tombent sur une affaire de contrebande de drogue avec la French Connection.
Philadelphia,1993,2h 5m,"7,7 (255 k)",66,"Lorsqu'un homme séropositif est licencié par son cabinet d'avocats en raison de son état, il décide d'engager un petit avocat homophobe, seul défenseur volontaire de son action en justice pour licenciement abusif."
Les Sept de Chicago,2020,2h 9m,"7,7 (191 k)",76,L'histoire de 7 personnes jugées à la suite de diverses accusations autour de la révolte qui eu lieu à la Convention nationale du parti démocrate de 1968 à Chicago.
Serpico,1973,2h 10m,"7,7 (133 k)",83,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
Slevin,2006,1h 50m,"7,7 (324 k)",53,"Une affaire d'identité erronée conduit Slevin au milieu d'une guerre manigancée par les deux grands rivaux du crime de la ville : le Rabbin et le Boss, alors qu'il est constamment surveillé par l'implacable détective Brikowski."
Billy Elliot,2000,1h 50m,"7,7 (141 k)",74,"Billy, d'une famille de grévistes, s'entraîne dur à boxer comme tous les garçons de mineurs. Mais au gymnase, il ne peut s'empêcher de lorgner du côté des filles en tutu, au point de s'essayer un jour à faire des pointes avec elles."
Happiness,1998,2h 14m,"7,7 (74 k)",81,Le chemin de plusieurs individus au style de vie unique se croise alors qu'ils s'engagent dans des actes jugés dérangeants par la société. Ces actes sont en fait dictés par une recherche désespérée de connexion humaine.
Le Dernier Empereur,1987,2h 43m,"7,7 (110 k)",76,"À seulement 2 ans, Puyi accède au titre d'empereur de Chine, mais, ce statut est vite remis en question lorsque le pays devient la République. Tenu dans l'ignorance, le jeune garçon ne peut, dès lors, plus sortir de la Cité interdite."
Glengarry,1992,1h 40m,"7,7 (114 k)",82,Un regard sur les machinations qui se trament dans les coulisses d'une agence immobilière.
L'Inspecteur Harry,1971,1h 42m,"7,7 (167 k)",87,"Quand un fou se faisant appeler ""le tueur du Scorpion"" menace la ville de San Francisco, l'inspecteur de police ""Dirty"" Harry Callahan est chargé de retrouver et de démasquer le psychopathe."
Paprika,2006,1h 30m,"7,7 (94 k)",81,"Quand une machine sur laquelle des thérapeutes ont stocké les rêves de leurs patients est volée, c'est la panique générale. Paprika, une jeune thérapeute est la seule à pouvoir y mettre un terme."
Roma,2018,2h 15m,"7,7 (168 k)",96,Une histoire qui raconte une année dans la vie d'une famille de classe moyenne à Mexico au début des années 1970.
This Is England,2006,1h 41m,"7,7 (128 k)",86,"Un jeune garçon se lie d'amitié avec un gang de skinheads. Les amis deviennent vite comme une famille, et les relations seront poussées à leurs limites ultimes."
Crazy kung-fu,2004,1h 39m,"7,7 (149 k)",78,"À Shanghai, dans les années 1940, un prétendu gangster veut appartenir au « Gang Axe » alors que les résidents d'un quartier font preuve de prouesses extraordinaires pour défendre leurs rues."
"Clerks, les employés modèles",1994,1h 32m,"7,7 (231 k)",70,"Un jour de la vie de deux employés d'une épicerie, Dante et Randal, pendant lequel ils importunent les clients, parlent de films et jouent au hockey sur le toit du magasin."
Les nerfs à vif,1962,1h 46m,"7,7 (31 k)",76,La famille d'un avocat est traquée par un homme qu'il a aidé à mettre en prison.
Des gens comme les autres,1980,2h 4m,"7,7 (56 k)",86,"La mort accidentelle du fils aîné d'une famille aisée pèse lourdement sur les relations entre la mère aigrie, le père au bon caractère et le fils cadet rongé par la culpabilité."
Porco Rosso,1992,1h 34m,"7,7 (100 k)",83,"Dans les années 1930 en Italie, un pilote vétéran de la Première Guerre mondiale est condamné à ressembler à un cochon anthropomorphe."
Le verdict,1982,2h 9m,"7,7 (45 k)",77,Un avocat voit la possibilité de sauver sa carrière et sa dignité en poussant une affaire de négligence médicale jusqu'au procès plutôt que d'accepter un règlement à l'amiable.
"Cours, Lola, cours",1998,1h 21m,"7,7 (205 k)",79,"Après une livraison d'argent qui a mal tourné, Lola dispose de 20Â minutes pour trouver 100, 000 Deutschmarks."
Belle de jour,1967,1h 40m,"7,7 (48 k)",N/A,"Par envie irrépressible d'être humiliée, qui l'agite dans ses rêves, l'épouse d'un chirurgien se vend l'après-midi à des hommes dans une maison de Rendez-Vous. Un client se présente un jour, c'est l'ami de son mari qu'elle rencontre d'habitude en société. [255]"
Ray,2004,2h 32m,"7,7 (156 k)",73,"La vie et la carrière du légendaire musicien de R&B, Ray Charles, de ses humbles origines dans le sud des États-Unis, où il est devenu aveugle à l'âge de sept ans jusqu'à son ascension fulgurante dans les années?0 et 60."
Malcolm X,1992,3h 22m,"7,7 (101 k)",73,"Épique biographique du leader nationaliste noir, controversé et influent, depuis ses débuts et sa carrière de petit gangster jusqu'à son ministère en tant que membre de la Nation de l'Islam."
Mr. Ove,2015,1h 56m,"7,7 (67 k)",70,"Un retraité grincheux et solitaire qui passe ses journées à verbaliser les automobilistes mal garés, a déjà abandonné sa vie lorsqu'il développe une amitié improbable avec ses nouveaux voisins turbulents."
La grande bellezza,2013,2h 21m,"7,7 (96 k)",86,"Jep Gambardella est habitué à la somptueuse vie nocturne de Rome, mais après son 65e anniversaire et un choc du passé, Jep ferme les yeux sur les discothèques et les soirées pour trouver un paysage intemporel d'une beauté exquise."
Evil Dead 2,1987,1h 24m,"7,7 (180 k)",72,Le seul survivant d'une attaque d'esprits malfaisants s'introduit dans un chalet avec un groupe d'étrangers pendant que les démons poursuivent leur attaque.
Le convoi de la peur,1977,2h 1m,"7,7 (26 k)",68,"Quatre étrangers de nationalités différentes, chacun recherché dans son pays, acceptent de risquer leur vie en transportant un chargement de nitroglycérine à travers la jungle sud-américaine."
Hamlet,1996,4h 2m,"7,7 (40 k)",N/A,"Hamlet, prince du Danemark, rentre chez lui et découvre son père assassiné et sa mère remariée au meurtrier, son oncle. Pendant ce temps, la guerre couve."
La Reine africaine,1951,1h 45m,"7,7 (83 k)",91,"En Afrique, pendant la Première Guerre mondiale, un capitaine de bateau, gros buveur de gin, se laisse persuader par une missionnaire guindée d'attaquer un navire de guerre ennemi."
